sample_id,split,segment_id,start_time,end_time,input_rel_paths_json,target_rel_paths_json,input_times_json,target_times_json,center_code,product_code,lat_min,lat_max,lon_min,lon_max
S001402,train,1,2026-01-29 15:00:00,2026-01-29 15:42:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129150000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129150600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129151200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129151800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129152400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154200_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 15:00:00"", ""2026-01-29 15:06:00"", ""2026-01-29 15:12:00"", ""2026-01-29 15:18:00"", ""2026-01-29 15:24:00""]","[""2026-01-29 15:30:00"", ""2026-01-29 15:36:00"", ""2026-01-29 15:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001403,train,1,2026-01-29 15:06:00,2026-01-29 15:48:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129150600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129151200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129151800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129152400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154800_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 15:06:00"", ""2026-01-29 15:12:00"", ""2026-01-29 15:18:00"", ""2026-01-29 15:24:00"", ""2026-01-29 15:30:00""]","[""2026-01-29 15:36:00"", ""2026-01-29 15:42:00"", ""2026-01-29 15:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001404,train,1,2026-01-29 15:12:00,2026-01-29 15:54:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129151200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129151800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129152400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129155400_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 15:12:00"", ""2026-01-29 15:18:00"", ""2026-01-29 15:24:00"", ""2026-01-29 15:30:00"", ""2026-01-29 15:36:00""]","[""2026-01-29 15:42:00"", ""2026-01-29 15:48:00"", ""2026-01-29 15:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001405,train,1,2026-01-29 15:18:00,2026-01-29 16:00:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129151800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129152400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129155400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160000_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 15:18:00"", ""2026-01-29 15:24:00"", ""2026-01-29 15:30:00"", ""2026-01-29 15:36:00"", ""2026-01-29 15:42:00""]","[""2026-01-29 15:48:00"", ""2026-01-29 15:54:00"", ""2026-01-29 16:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001406,train,1,2026-01-29 15:24:00,2026-01-29 16:06:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129152400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129155400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160600_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 15:24:00"", ""2026-01-29 15:30:00"", ""2026-01-29 15:36:00"", ""2026-01-29 15:42:00"", ""2026-01-29 15:48:00""]","[""2026-01-29 15:54:00"", ""2026-01-29 16:00:00"", ""2026-01-29 16:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001407,train,1,2026-01-29 15:30:00,2026-01-29 16:12:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129155400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161200_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 15:30:00"", ""2026-01-29 15:36:00"", ""2026-01-29 15:42:00"", ""2026-01-29 15:48:00"", ""2026-01-29 15:54:00""]","[""2026-01-29 16:00:00"", ""2026-01-29 16:06:00"", ""2026-01-29 16:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001408,train,1,2026-01-29 15:36:00,2026-01-29 16:18:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129153600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129155400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161800_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 15:36:00"", ""2026-01-29 15:42:00"", ""2026-01-29 15:48:00"", ""2026-01-29 15:54:00"", ""2026-01-29 16:00:00""]","[""2026-01-29 16:06:00"", ""2026-01-29 16:12:00"", ""2026-01-29 16:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001409,train,1,2026-01-29 15:42:00,2026-01-29 16:24:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129155400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129162400_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 15:42:00"", ""2026-01-29 15:48:00"", ""2026-01-29 15:54:00"", ""2026-01-29 16:00:00"", ""2026-01-29 16:06:00""]","[""2026-01-29 16:12:00"", ""2026-01-29 16:18:00"", ""2026-01-29 16:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001410,train,1,2026-01-29 15:48:00,2026-01-29 16:30:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129154800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129155400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129162400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163000_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 15:48:00"", ""2026-01-29 15:54:00"", ""2026-01-29 16:00:00"", ""2026-01-29 16:06:00"", ""2026-01-29 16:12:00""]","[""2026-01-29 16:18:00"", ""2026-01-29 16:24:00"", ""2026-01-29 16:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001411,train,1,2026-01-29 15:54:00,2026-01-29 16:36:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129155400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129162400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163600_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 15:54:00"", ""2026-01-29 16:00:00"", ""2026-01-29 16:06:00"", ""2026-01-29 16:12:00"", ""2026-01-29 16:18:00""]","[""2026-01-29 16:24:00"", ""2026-01-29 16:30:00"", ""2026-01-29 16:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001412,train,1,2026-01-29 16:00:00,2026-01-29 16:42:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129162400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164200_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 16:00:00"", ""2026-01-29 16:06:00"", ""2026-01-29 16:12:00"", ""2026-01-29 16:18:00"", ""2026-01-29 16:24:00""]","[""2026-01-29 16:30:00"", ""2026-01-29 16:36:00"", ""2026-01-29 16:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001413,train,1,2026-01-29 16:06:00,2026-01-29 16:48:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129160600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129162400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164800_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 16:06:00"", ""2026-01-29 16:12:00"", ""2026-01-29 16:18:00"", ""2026-01-29 16:24:00"", ""2026-01-29 16:30:00""]","[""2026-01-29 16:36:00"", ""2026-01-29 16:42:00"", ""2026-01-29 16:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001414,train,1,2026-01-29 16:12:00,2026-01-29 16:54:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129162400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129165400_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 16:12:00"", ""2026-01-29 16:18:00"", ""2026-01-29 16:24:00"", ""2026-01-29 16:30:00"", ""2026-01-29 16:36:00""]","[""2026-01-29 16:42:00"", ""2026-01-29 16:48:00"", ""2026-01-29 16:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001415,train,1,2026-01-29 16:18:00,2026-01-29 17:00:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129161800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129162400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129165400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170000_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 16:18:00"", ""2026-01-29 16:24:00"", ""2026-01-29 16:30:00"", ""2026-01-29 16:36:00"", ""2026-01-29 16:42:00""]","[""2026-01-29 16:48:00"", ""2026-01-29 16:54:00"", ""2026-01-29 17:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001416,train,1,2026-01-29 16:24:00,2026-01-29 17:06:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129162400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129165400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170600_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 16:24:00"", ""2026-01-29 16:30:00"", ""2026-01-29 16:36:00"", ""2026-01-29 16:42:00"", ""2026-01-29 16:48:00""]","[""2026-01-29 16:54:00"", ""2026-01-29 17:00:00"", ""2026-01-29 17:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001417,train,1,2026-01-29 16:30:00,2026-01-29 17:12:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129165400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171200_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 16:30:00"", ""2026-01-29 16:36:00"", ""2026-01-29 16:42:00"", ""2026-01-29 16:48:00"", ""2026-01-29 16:54:00""]","[""2026-01-29 17:00:00"", ""2026-01-29 17:06:00"", ""2026-01-29 17:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001418,train,1,2026-01-29 16:36:00,2026-01-29 17:18:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129163600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129165400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171800_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 16:36:00"", ""2026-01-29 16:42:00"", ""2026-01-29 16:48:00"", ""2026-01-29 16:54:00"", ""2026-01-29 17:00:00""]","[""2026-01-29 17:06:00"", ""2026-01-29 17:12:00"", ""2026-01-29 17:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001419,train,1,2026-01-29 16:42:00,2026-01-29 17:24:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129165400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129172400_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 16:42:00"", ""2026-01-29 16:48:00"", ""2026-01-29 16:54:00"", ""2026-01-29 17:00:00"", ""2026-01-29 17:06:00""]","[""2026-01-29 17:12:00"", ""2026-01-29 17:18:00"", ""2026-01-29 17:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001420,train,1,2026-01-29 16:48:00,2026-01-29 17:30:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129164800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129165400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129172400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129173000_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 16:48:00"", ""2026-01-29 16:54:00"", ""2026-01-29 17:00:00"", ""2026-01-29 17:06:00"", ""2026-01-29 17:12:00""]","[""2026-01-29 17:18:00"", ""2026-01-29 17:24:00"", ""2026-01-29 17:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001421,train,1,2026-01-29 16:54:00,2026-01-29 17:36:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129165400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129172400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129173000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129173600_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 16:54:00"", ""2026-01-29 17:00:00"", ""2026-01-29 17:06:00"", ""2026-01-29 17:12:00"", ""2026-01-29 17:18:00""]","[""2026-01-29 17:24:00"", ""2026-01-29 17:30:00"", ""2026-01-29 17:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001422,train,1,2026-01-29 17:00:00,2026-01-29 17:42:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129172400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129173000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129173600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129174200_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 17:00:00"", ""2026-01-29 17:06:00"", ""2026-01-29 17:12:00"", ""2026-01-29 17:18:00"", ""2026-01-29 17:24:00""]","[""2026-01-29 17:30:00"", ""2026-01-29 17:36:00"", ""2026-01-29 17:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001423,train,1,2026-01-29 17:06:00,2026-01-29 17:48:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129170600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129171800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129172400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129173000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129173600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129174200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260129174800_12.2_54.2_73.0_135.0.png""]","[""2026-01-29 17:06:00"", ""2026-01-29 17:12:00"", ""2026-01-29 17:18:00"", ""2026-01-29 17:24:00"", ""2026-01-29 17:30:00""]","[""2026-01-29 17:36:00"", ""2026-01-29 17:42:00"", ""2026-01-29 17:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
