frame_id,filename,relative_path,timestamp,split,segment_id,center_code,product_code,lat_min,lat_max,lon_min,lon_max,width,height,mode
525,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125223000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125223000_12.2_54.2_73.0_135.0.png,2026-01-25 22:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
526,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125223600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125223600_12.2_54.2_73.0_135.0.png,2026-01-25 22:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
527,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125224200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125224200_12.2_54.2_73.0_135.0.png,2026-01-25 22:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
528,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125224800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125224800_12.2_54.2_73.0_135.0.png,2026-01-25 22:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
529,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125225400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125225400_12.2_54.2_73.0_135.0.png,2026-01-25 22:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
530,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125230000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125230000_12.2_54.2_73.0_135.0.png,2026-01-25 23:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
531,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125230600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125230600_12.2_54.2_73.0_135.0.png,2026-01-25 23:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
532,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125231200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125231200_12.2_54.2_73.0_135.0.png,2026-01-25 23:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
533,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125231800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125231800_12.2_54.2_73.0_135.0.png,2026-01-25 23:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
534,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125232400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125232400_12.2_54.2_73.0_135.0.png,2026-01-25 23:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
535,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125233000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125233000_12.2_54.2_73.0_135.0.png,2026-01-25 23:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
536,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125233600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125233600_12.2_54.2_73.0_135.0.png,2026-01-25 23:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
537,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125234200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125234200_12.2_54.2_73.0_135.0.png,2026-01-25 23:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
538,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125234800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125234800_12.2_54.2_73.0_135.0.png,2026-01-25 23:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
539,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125235400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260125235400_12.2_54.2_73.0_135.0.png,2026-01-25 23:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
540,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126000000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126000000_12.2_54.2_73.0_135.0.png,2026-01-26 00:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
541,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126000600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126000600_12.2_54.2_73.0_135.0.png,2026-01-26 00:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
542,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126001200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126001200_12.2_54.2_73.0_135.0.png,2026-01-26 00:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
543,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126001800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126001800_12.2_54.2_73.0_135.0.png,2026-01-26 00:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
544,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126002400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126002400_12.2_54.2_73.0_135.0.png,2026-01-26 00:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
545,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126003000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126003000_12.2_54.2_73.0_135.0.png,2026-01-26 00:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
546,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126003600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126003600_12.2_54.2_73.0_135.0.png,2026-01-26 00:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
547,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126004200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126004200_12.2_54.2_73.0_135.0.png,2026-01-26 00:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
548,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126004800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126004800_12.2_54.2_73.0_135.0.png,2026-01-26 00:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
549,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126005400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126005400_12.2_54.2_73.0_135.0.png,2026-01-26 00:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
550,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126010000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126010000_12.2_54.2_73.0_135.0.png,2026-01-26 01:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
551,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126010600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126010600_12.2_54.2_73.0_135.0.png,2026-01-26 01:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
552,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126011200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126011200_12.2_54.2_73.0_135.0.png,2026-01-26 01:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
553,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126011800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126011800_12.2_54.2_73.0_135.0.png,2026-01-26 01:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
554,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126012400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126012400_12.2_54.2_73.0_135.0.png,2026-01-26 01:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
555,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126013000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126013000_12.2_54.2_73.0_135.0.png,2026-01-26 01:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
556,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126013600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126013600_12.2_54.2_73.0_135.0.png,2026-01-26 01:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
557,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126014200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126014200_12.2_54.2_73.0_135.0.png,2026-01-26 01:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
558,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126014800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126014800_12.2_54.2_73.0_135.0.png,2026-01-26 01:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
559,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126015400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126015400_12.2_54.2_73.0_135.0.png,2026-01-26 01:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
560,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126020000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126020000_12.2_54.2_73.0_135.0.png,2026-01-26 02:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
561,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126020600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126020600_12.2_54.2_73.0_135.0.png,2026-01-26 02:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
562,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126021200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126021200_12.2_54.2_73.0_135.0.png,2026-01-26 02:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
563,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126021800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126021800_12.2_54.2_73.0_135.0.png,2026-01-26 02:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
564,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126022400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126022400_12.2_54.2_73.0_135.0.png,2026-01-26 02:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
565,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126023000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126023000_12.2_54.2_73.0_135.0.png,2026-01-26 02:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
566,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126023600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126023600_12.2_54.2_73.0_135.0.png,2026-01-26 02:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
567,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126024200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126024200_12.2_54.2_73.0_135.0.png,2026-01-26 02:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
568,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126024800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126024800_12.2_54.2_73.0_135.0.png,2026-01-26 02:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
569,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126025400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126025400_12.2_54.2_73.0_135.0.png,2026-01-26 02:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
570,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126030000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126030000_12.2_54.2_73.0_135.0.png,2026-01-26 03:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
571,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126030600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126030600_12.2_54.2_73.0_135.0.png,2026-01-26 03:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
572,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126031200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126031200_12.2_54.2_73.0_135.0.png,2026-01-26 03:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
573,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126031800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126031800_12.2_54.2_73.0_135.0.png,2026-01-26 03:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
574,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126032400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126032400_12.2_54.2_73.0_135.0.png,2026-01-26 03:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
575,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126033000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126033000_12.2_54.2_73.0_135.0.png,2026-01-26 03:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
576,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126033600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126033600_12.2_54.2_73.0_135.0.png,2026-01-26 03:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
577,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126034200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126034200_12.2_54.2_73.0_135.0.png,2026-01-26 03:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
578,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126034800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126034800_12.2_54.2_73.0_135.0.png,2026-01-26 03:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
579,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126035400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126035400_12.2_54.2_73.0_135.0.png,2026-01-26 03:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
580,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126040000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126040000_12.2_54.2_73.0_135.0.png,2026-01-26 04:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
581,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126040600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126040600_12.2_54.2_73.0_135.0.png,2026-01-26 04:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
582,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126041200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126041200_12.2_54.2_73.0_135.0.png,2026-01-26 04:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
583,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126041800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126041800_12.2_54.2_73.0_135.0.png,2026-01-26 04:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
584,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126042400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126042400_12.2_54.2_73.0_135.0.png,2026-01-26 04:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
585,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126043000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126043000_12.2_54.2_73.0_135.0.png,2026-01-26 04:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
586,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126043600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126043600_12.2_54.2_73.0_135.0.png,2026-01-26 04:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
587,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126044200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126044200_12.2_54.2_73.0_135.0.png,2026-01-26 04:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
588,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126044800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126044800_12.2_54.2_73.0_135.0.png,2026-01-26 04:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
589,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126045400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126045400_12.2_54.2_73.0_135.0.png,2026-01-26 04:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
590,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126050000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126050000_12.2_54.2_73.0_135.0.png,2026-01-26 05:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
591,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126050600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126050600_12.2_54.2_73.0_135.0.png,2026-01-26 05:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
592,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126051200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126051200_12.2_54.2_73.0_135.0.png,2026-01-26 05:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
593,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126051800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126051800_12.2_54.2_73.0_135.0.png,2026-01-26 05:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
594,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126052400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126052400_12.2_54.2_73.0_135.0.png,2026-01-26 05:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
595,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126053000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126053000_12.2_54.2_73.0_135.0.png,2026-01-26 05:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
596,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126053600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126053600_12.2_54.2_73.0_135.0.png,2026-01-26 05:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
597,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126054200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126054200_12.2_54.2_73.0_135.0.png,2026-01-26 05:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
598,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126054800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126054800_12.2_54.2_73.0_135.0.png,2026-01-26 05:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
599,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126055400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126055400_12.2_54.2_73.0_135.0.png,2026-01-26 05:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
600,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126060000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126060000_12.2_54.2_73.0_135.0.png,2026-01-26 06:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
601,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126060600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126060600_12.2_54.2_73.0_135.0.png,2026-01-26 06:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
602,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126061200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126061200_12.2_54.2_73.0_135.0.png,2026-01-26 06:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
603,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126061800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126061800_12.2_54.2_73.0_135.0.png,2026-01-26 06:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
604,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126062400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126062400_12.2_54.2_73.0_135.0.png,2026-01-26 06:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
605,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126063000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126063000_12.2_54.2_73.0_135.0.png,2026-01-26 06:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
606,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126063600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126063600_12.2_54.2_73.0_135.0.png,2026-01-26 06:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
607,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126064200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126064200_12.2_54.2_73.0_135.0.png,2026-01-26 06:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
608,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126064800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126064800_12.2_54.2_73.0_135.0.png,2026-01-26 06:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
609,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126065400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126065400_12.2_54.2_73.0_135.0.png,2026-01-26 06:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
610,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126070000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126070000_12.2_54.2_73.0_135.0.png,2026-01-26 07:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
