frame_id,timestamp,split,raw_relative_path,standardized_relative_path,shape,dtype,value_min,value_max,center_code,product_code,lat_min,lat_max,lon_min,lon_max
629,2026-01-26 08:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126085400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126085400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48097047,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
630,2026-01-26 09:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126090000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126090000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49856126,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
631,2026-01-26 09:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126090600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126090600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48155096,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
632,2026-01-26 09:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126091200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126091200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50674057,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
633,2026-01-26 09:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126091800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126091800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48883691,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
634,2026-01-26 09:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126092400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126092400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49185917,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
635,2026-01-26 09:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126093000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126093000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48823881,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
636,2026-01-26 09:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126093600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126093600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50101644,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
637,2026-01-26 09:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126094200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126094200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49233511,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
638,2026-01-26 09:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126094800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126094800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49243128,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
639,2026-01-26 09:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126095400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126095400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48821777,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
640,2026-01-26 10:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126100000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126100000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48444337,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
641,2026-01-26 10:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126100600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126100600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48676983,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
642,2026-01-26 10:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126101200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126101200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50506002,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
643,2026-01-26 10:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126101800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126101800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50656790,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
644,2026-01-26 10:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126102400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126102400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50538164,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
645,2026-01-26 10:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126103000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126103000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49657795,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
646,2026-01-26 10:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126103600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126103600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48086166,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
647,2026-01-26 10:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126104200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126104200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49165076,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
648,2026-01-26 10:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126104800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126104800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47288051,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
649,2026-01-26 10:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126105400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126105400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47208411,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
650,2026-01-26 11:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126110000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126110000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47383416,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
651,2026-01-26 11:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126110600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126110600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47652608,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
652,2026-01-26 11:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126111200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126111200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47855493,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
653,2026-01-26 11:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126111800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126111800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46378067,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
654,2026-01-26 11:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126112400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126112400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49426904,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
655,2026-01-26 11:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126113000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126113000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.55080861,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
656,2026-01-26 11:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126113600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126113600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47638884,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
657,2026-01-26 11:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126114200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126114200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.52733660,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
658,2026-01-26 11:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126114800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126114800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.51491237,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
659,2026-01-26 11:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126115400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126115400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50441867,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
660,2026-01-26 12:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126120000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126120000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50400496,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
661,2026-01-26 12:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126120600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126120600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47810322,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
662,2026-01-26 12:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126121200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126121200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49973655,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
663,2026-01-26 12:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126121800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126121800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48010927,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
664,2026-01-26 12:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126122400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126122400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.55938107,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
665,2026-01-26 12:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126123000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126123000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.52687347,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
666,2026-01-26 12:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126123600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126123600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48479670,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
667,2026-01-26 12:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126124200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126124200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49945384,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
668,2026-01-26 12:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126124800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126124800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49678713,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
669,2026-01-26 12:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126125400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126125400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50408894,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
670,2026-01-26 13:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126130000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126130000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.52828932,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
671,2026-01-26 13:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126130600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126130600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49590629,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
672,2026-01-26 13:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126131200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126131200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48275971,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
673,2026-01-26 13:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126131800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126131800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50210148,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
674,2026-01-26 13:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126132400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126132400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48543981,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
675,2026-01-26 13:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126133000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126133000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49574068,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
676,2026-01-26 13:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126133600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126133600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50722528,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
677,2026-01-26 13:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126134200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126134200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47643802,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
678,2026-01-26 13:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126134800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126134800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48520935,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
679,2026-01-26 13:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126135400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126135400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46689266,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
680,2026-01-26 14:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126140000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126140000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48808965,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
681,2026-01-26 14:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126140600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126140600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48283327,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
682,2026-01-26 14:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126141200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126141200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49925685,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
683,2026-01-26 14:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126141800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126141800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46671030,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
684,2026-01-26 14:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126142400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126142400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46347171,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
685,2026-01-26 14:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126143000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126143000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46956110,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
686,2026-01-26 14:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126143600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126143600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49078533,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
687,2026-01-26 14:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126144200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126144200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48528433,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
688,2026-01-26 14:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126144800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126144800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47254834,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
689,2026-01-26 14:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126145400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126145400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47479323,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
690,2026-01-26 15:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126150000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126150000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47986311,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
691,2026-01-26 15:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126150600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126150600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46259162,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
692,2026-01-26 15:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126151200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126151200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47416836,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
693,2026-01-26 15:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126151800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126151800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45448196,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
694,2026-01-26 15:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126152400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126152400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45253754,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
695,2026-01-26 15:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126153000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126153000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.44656578,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
696,2026-01-26 15:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126153600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126153600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47026244,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
697,2026-01-26 15:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126154200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126154200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48243737,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
698,2026-01-26 15:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126154800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126154800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47303438,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
699,2026-01-26 15:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126155400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126155400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46419591,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
700,2026-01-26 16:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126160000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126160000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46372971,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
701,2026-01-26 16:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126160600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126160600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46987593,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
702,2026-01-26 16:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126161200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126161200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46808192,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
703,2026-01-26 16:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126161800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126161800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46169722,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
704,2026-01-26 16:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126162400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126162400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46698400,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
705,2026-01-26 16:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126163000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126163000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46195656,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
706,2026-01-26 16:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126163600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126163600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45513424,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
707,2026-01-26 16:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260126164200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260126164200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47339705,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
